timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1629372182377,1508,update a to do,200,,jp@gc - soak test 1-496,text,true,,323,260,500,500,http://localhost:8080/todos/11111,1505,0,0
1629372180525,3361,create a to do,201,,jp@gc - soak test 1-280,text,true,,666,258,500,500,http://localhost:8080/todos,3355,0,0
1629372183886,0,create a to do-0,200,OK,jp@gc - soak test 1-280,text,true,,310,0,500,500,null,0,0,0
1629372182388,1505,delete to do,200,,jp@gc - soak test 1-91,text,true,,266,213,500,500,http://localhost:8080/todos/10899,1505,0,0
1629372182384,1510,update a to do,200,,jp@gc - soak test 1-14,text,true,,323,260,500,500,http://localhost:8080/todos/11112,1505,0,0
1629372178490,5397,get all todos,200,,jp@gc - soak test 1-128,text,true,,90913,121,500,500,http://localhost:8080/todos,5395,0,1
1629372182461,1467,create a to do,201,,jp@gc - soak test 1-22,text,true,,664,258,500,500,http://localhost:8080/todos,1450,0,0
1629372183927,1,create a to do-0,200,OK,jp@gc - soak test 1-22,text,true,,308,0,500,500,null,0,0,0
1629372162969,20975,delete to do,200,,jp@gc - soak test 1-224,text,true,,266,213,500,500,http://localhost:8080/todos/10102,20975,0,0
1629372182512,1433,delete to do,200,,jp@gc - soak test 1-486,text,true,,266,213,500,500,http://localhost:8080/todos/11033,1433,0,0
1629372182418,1530,delete to do,200,,jp@gc - soak test 1-178,text,true,,266,213,500,500,http://localhost:8080/todos/11027,1530,0,0
1629372182465,1484,create a to do,201,,jp@gc - soak test 1-366,text,true,,666,258,500,500,http://localhost:8080/todos,1483,0,0
1629372183949,0,create a to do-0,200,OK,jp@gc - soak test 1-366,text,true,,310,0,500,500,null,0,0,0
1629372182464,1485,create a to do,201,,jp@gc - soak test 1-132,text,true,,666,258,500,500,http://localhost:8080/todos,1485,0,0
1629372183949,0,create a to do-0,200,OK,jp@gc - soak test 1-132,text,true,,310,0,500,500,null,0,0,0
1629372182427,1479,get all todos,200,,jp@gc - soak test 1-101,text,true,,90919,121,500,500,http://localhost:8080/todos,1471,0,1
1629372182390,1510,get all todos,200,,jp@gc - soak test 1-248,text,true,,90920,121,500,500,http://localhost:8080/todos,1508,0,1
1629372182511,1459,delete to do,200,,jp@gc - soak test 1-13,text,true,,266,213,500,500,http://localhost:8080/todos/11032,1459,0,0
1629372181569,2404,create a to do,201,,jp@gc - soak test 1-455,text,true,,667,258,500,500,http://localhost:8080/todos,2404,0,0
1629372183973,0,create a to do-0,200,OK,jp@gc - soak test 1-455,text,true,,311,0,500,500,null,0,0,0
1629372182520,1454,update a to do,200,,jp@gc - soak test 1-200,text,true,,323,260,500,500,http://localhost:8080/todos/11113,1454,0,0
1629372174025,9961,delete to do,200,,jp@gc - soak test 1-189,text,true,,266,213,500,500,http://localhost:8080/todos/10612,9961,0,0
1629372182516,1417,get all todos,200,,jp@gc - soak test 1-303,text,true,,90912,121,500,500,http://localhost:8080/todos,1415,0,0
1629372182466,1485,get all todos,200,,jp@gc - soak test 1-158,text,true,,90912,121,500,500,http://localhost:8080/todos,1476,0,1
1629372182536,1420,get all todos,200,,jp@gc - soak test 1-412,text,true,,90852,121,500,500,http://localhost:8080/todos,1420,0,1
1629372182536,1490,delete to do,200,,jp@gc - soak test 1-20,text,true,,266,213,500,500,http://localhost:8080/todos/11037,1490,0,0
1629372182534,1493,delete to do,200,,jp@gc - soak test 1-331,text,true,,266,213,500,500,http://localhost:8080/todos/10618,1493,0,0
1629372182536,1491,update a to do,200,,jp@gc - soak test 1-278,text,true,,323,260,500,500,http://localhost:8080/todos/11115,1491,0,0
1629372182538,1490,update a to do,200,,jp@gc - soak test 1-395,text,true,,323,260,500,500,http://localhost:8080/todos/11117,1487,0,0
1629372182538,1490,create a to do,201,,jp@gc - soak test 1-339,text,true,,666,258,500,500,http://localhost:8080/todos,1490,0,0
1629372184028,0,create a to do-0,200,OK,jp@gc - soak test 1-339,text,true,,310,0,500,500,null,0,0,0
1629372181631,2348,get all todos,200,,jp@gc - soak test 1-204,text,true,,90867,121,500,500,http://localhost:8080/todos,2337,0,1
1629372182536,1447,get all todos,200,,jp@gc - soak test 1-112,text,true,,90852,121,500,500,http://localhost:8080/todos,1440,0,0
1629372182540,1496,create a to do,201,,jp@gc - soak test 1-428,text,true,,666,258,500,500,http://localhost:8080/todos,1496,0,0
1629372184036,0,create a to do-0,200,OK,jp@gc - soak test 1-428,text,true,,310,0,500,500,null,0,0,0
1629372178584,5454,create a to do,201,,jp@gc - soak test 1-364,text,true,,666,258,500,500,http://localhost:8080/todos,5451,0,0
1629372184038,0,create a to do-0,200,OK,jp@gc - soak test 1-364,text,true,,310,0,500,500,null,0,0,0
1629372182534,1504,update a to do,200,,jp@gc - soak test 1-422,text,true,,323,260,500,500,http://localhost:8080/todos/11116,1501,0,0
1629372182540,1498,create a to do,201,,jp@gc - soak test 1-306,text,true,,666,258,500,500,http://localhost:8080/todos,1495,0,0
1629372184038,0,create a to do-0,200,OK,jp@gc - soak test 1-306,text,true,,310,0,500,500,null,0,0,0
1629372182541,1498,delete to do,200,,jp@gc - soak test 1-333,text,true,,266,213,500,500,http://localhost:8080/todos/11041,1495,0,0
1629372182541,1506,delete to do,200,,jp@gc - soak test 1-390,text,true,,266,213,500,500,http://localhost:8080/todos/11034,1504,0,0
1629372182566,1485,delete to do,200,,jp@gc - soak test 1-289,text,true,,266,213,500,500,http://localhost:8080/todos/11038,1483,0,0
1629372182578,1481,create a to do,201,,jp@gc - soak test 1-374,text,true,,666,258,500,500,http://localhost:8080/todos,1480,0,0
1629372184059,0,create a to do-0,200,OK,jp@gc - soak test 1-374,text,true,,310,0,500,500,null,0,0,0
1629372178679,5382,create a to do,201,,jp@gc - soak test 1-330,text,true,,666,258,500,500,http://localhost:8080/todos,5375,0,0
1629372184061,0,create a to do-0,200,OK,jp@gc - soak test 1-330,text,true,,310,0,500,500,null,0,0,0
1629372182541,1498,get all todos,200,,jp@gc - soak test 1-426,text,true,,90790,121,500,500,http://localhost:8080/todos,1496,0,0
1629372182550,1528,delete to do,200,,jp@gc - soak test 1-436,text,true,,266,213,500,500,http://localhost:8080/todos/11039,1528,0,0
1629372182546,1532,update a to do,200,,jp@gc - soak test 1-493,text,true,,323,260,500,500,http://localhost:8080/todos/11118,1532,0,0
1629372179769,4312,create a to do,201,,jp@gc - soak test 1-97,text,true,,665,258,500,500,http://localhost:8080/todos,4312,0,0
1629372184081,0,create a to do-0,200,OK,jp@gc - soak test 1-97,text,true,,309,0,500,500,null,0,0,0
1629372182589,1496,delete to do,200,,jp@gc - soak test 1-137,text,true,,266,213,500,500,http://localhost:8080/todos/11043,1494,0,0
1629372179776,4313,update a to do,200,,jp@gc - soak test 1-321,text,true,,323,260,500,500,http://localhost:8080/todos/10977,4311,0,0
1629372182606,1489,update a to do,200,,jp@gc - soak test 1-31,text,true,,323,260,500,500,http://localhost:8080/todos/11127,1487,0,0
1629372182578,1482,get all todos,200,,jp@gc - soak test 1-345,text,true,,90860,121,500,500,http://localhost:8080/todos,1480,0,1
1629372182613,1486,update a to do,200,,jp@gc - soak test 1-215,text,true,,323,260,500,500,http://localhost:8080/todos/11124,1484,0,0
1629372182589,1473,get all todos,200,,jp@gc - soak test 1-273,text,true,,90853,121,500,500,http://localhost:8080/todos,1470,0,0
1629372175079,9020,create a to do,201,,jp@gc - soak test 1-136,text,true,,666,258,500,500,http://localhost:8080/todos,9018,0,0
1629372184099,0,create a to do-0,200,OK,jp@gc - soak test 1-136,text,true,,310,0,500,500,null,0,0,0
1629372175106,8996,create a to do,201,,jp@gc - soak test 1-171,text,true,,666,258,500,500,http://localhost:8080/todos,8995,0,0
1629372184102,0,create a to do-0,200,OK,jp@gc - soak test 1-171,text,true,,310,0,500,500,null,0,0,0
1629372182606,1501,update a to do,200,,jp@gc - soak test 1-490,text,true,,323,260,500,500,http://localhost:8080/todos/11125,1500,0,0
1629372182608,1499,update a to do,200,,jp@gc - soak test 1-106,text,true,,323,260,500,500,http://localhost:8080/todos/11128,1498,0,0
1629372182602,1505,update a to do,200,,jp@gc - soak test 1-342,text,true,,323,260,500,500,http://localhost:8080/todos/11123,1504,0,0
1629372178768,5339,create a to do,201,,jp@gc - soak test 1-472,text,true,,664,258,500,500,http://localhost:8080/todos,5339,0,0
1629372184107,0,create a to do-0,200,OK,jp@gc - soak test 1-472,text,true,,308,0,500,500,null,0,0,0
1629372169831,14282,create a to do,201,,jp@gc - soak test 1-429,text,true,,666,258,500,500,http://localhost:8080/todos,14281,0,0
1629372184111,0,create a to do-0,200,OK,jp@gc - soak test 1-429,text,true,,310,0,500,500,null,0,0,0
1629372178798,5315,create a to do,201,,jp@gc - soak test 1-441,text,true,,666,258,500,500,http://localhost:8080/todos,5314,0,0
1629372184113,0,create a to do-0,200,OK,jp@gc - soak test 1-441,text,true,,310,0,500,500,null,0,0,0
1629372182606,1513,update a to do,200,,jp@gc - soak test 1-93,text,true,,323,260,500,500,http://localhost:8080/todos/11121,1512,0,0
1629372182678,1441,create a to do,201,,jp@gc - soak test 1-43,text,true,,665,258,500,500,http://localhost:8080/todos,1440,0,0
1629372184119,0,create a to do-0,200,OK,jp@gc - soak test 1-43,text,true,,309,0,500,500,null,0,0,0
1629372182597,1524,delete to do,200,,jp@gc - soak test 1-423,text,true,,266,213,500,500,http://localhost:8080/todos/11042,1523,0,0
1629372177799,6335,create a to do,201,,jp@gc - soak test 1-175,text,true,,666,258,500,500,http://localhost:8080/todos,6333,0,0
1629372184134,0,create a to do-0,200,OK,jp@gc - soak test 1-175,text,true,,310,0,500,500,null,0,0,0
1629372182675,1460,create a to do,201,,jp@gc - soak test 1-219,text,true,,666,258,500,500,http://localhost:8080/todos,1457,0,0
1629372184135,0,create a to do-0,200,OK,jp@gc - soak test 1-219,text,true,,310,0,500,500,null,0,0,0
1629372179858,4277,create a to do,201,,jp@gc - soak test 1-203,text,true,,666,258,500,500,http://localhost:8080/todos,4274,0,0
1629372184135,0,create a to do-0,200,OK,jp@gc - soak test 1-203,text,true,,310,0,500,500,null,0,0,0
1629372182710,1425,delete to do,200,,jp@gc - soak test 1-32,text,true,,266,213,500,500,http://localhost:8080/todos/11048,1425,0,0
1629372178858,5277,create a to do,201,,jp@gc - soak test 1-164,text,true,,666,258,500,500,http://localhost:8080/todos,5274,0,0
1629372184135,0,create a to do-0,200,OK,jp@gc - soak test 1-164,text,true,,310,0,500,500,null,0,0,0
1629372177812,6325,create a to do,201,,jp@gc - soak test 1-500,text,true,,667,258,500,500,http://localhost:8080/todos,6324,0,0
1629372184137,0,create a to do-0,200,OK,jp@gc - soak test 1-500,text,true,,311,0,500,500,null,0,0,0
1629372181805,2341,delete to do,200,,jp@gc - soak test 1-63,text,true,,266,213,500,500,http://localhost:8080/todos/11000,2338,0,0
1629372179857,4289,delete to do,200,,jp@gc - soak test 1-180,text,true,,266,213,500,500,http://localhost:8080/todos/10915,4286,0,0
1629372182566,1580,update a to do,200,,jp@gc - soak test 1-150,text,true,,323,260,500,500,http://localhost:8080/todos/11119,1577,0,0
1629372182735,1412,create a to do,201,,jp@gc - soak test 1-78,text,true,,665,258,500,500,http://localhost:8080/todos,1408,0,0
1629372184147,0,create a to do-0,200,OK,jp@gc - soak test 1-78,text,true,,309,0,500,500,null,0,0,0
1629372179867,4282,delete to do,200,,jp@gc - soak test 1-79,text,true,,266,213,500,500,http://localhost:8080/todos/10917,4276,0,0
1629372182738,1411,delete to do,200,,jp@gc - soak test 1-35,text,true,,266,213,500,500,http://localhost:8080/todos/11049,1410,0,0
1629372182739,1419,delete to do,200,,jp@gc - soak test 1-5,text,true,,266,213,500,500,http://localhost:8080/todos/10866,1415,0,0
1629372177834,6325,create a to do,201,,jp@gc - soak test 1-389,text,true,,666,258,500,500,http://localhost:8080/todos,6321,0,0
1629372184159,0,create a to do-0,200,OK,jp@gc - soak test 1-389,text,true,,310,0,500,500,null,0,0,0
1629372178868,5294,update a to do,200,,jp@gc - soak test 1-72,text,true,,323,260,500,500,http://localhost:8080/todos/10941,5286,0,0
1629372182748,1425,update a to do,200,,jp@gc - soak test 1-320,text,true,,323,260,500,500,http://localhost:8080/todos/11134,1425,0,0
1629372180895,3281,delete to do,200,,jp@gc - soak test 1-275,text,true,,266,213,500,500,http://localhost:8080/todos/10957,3273,0,0
1629372182759,1441,update a to do,200,,jp@gc - soak test 1-69,text,true,,323,260,500,500,http://localhost:8080/todos/11137,1427,0,0
1629372182737,1412,get all todos,200,,jp@gc - soak test 1-212,text,true,,91292,121,500,500,http://localhost:8080/todos,1410,0,1
1629372179945,4258,update a to do,200,,jp@gc - soak test 1-9,text,true,,323,260,500,500,http://localhost:8080/todos/10992,4254,0,0
1629372177052,7107,get all todos,200,,jp@gc - soak test 1-130,text,true,,91184,121,500,500,http://localhost:8080/todos,7104,0,1
1629372182787,1428,delete to do,200,,jp@gc - soak test 1-135,text,true,,266,213,500,500,http://localhost:8080/todos/11053,1421,0,0
1629372174316,9901,create a to do,201,,jp@gc - soak test 1-159,text,true,,666,258,500,500,http://localhost:8080/todos,9894,0,0
1629372184215,0,create a to do-0,200,OK,jp@gc - soak test 1-159,text,true,,310,0,500,500,null,0,0,0
1629372182759,1459,update a to do,200,,jp@gc - soak test 1-415,text,true,,323,260,500,500,http://localhost:8080/todos/11133,1459,0,0
